Type,Name,Rev,New Name,New Rev,Policy,State,Vault,Owner,description,clau,Designated User,CUSSignatureJD,CUSSignatureSH2,CUSSignatureSH,Access Type,Checkin Reason,Language,Is Version Object,Move Files To Version,Suspend Versioning,Title,Originator,CUSSignatureGYDate,CUSSignatureBZH,CUSSignatureGY,CUSSignatureBZHDate,CUSSignatureBZ,CUSSignatureBZDate,CUSSignaturePZ,CUSSignatureJD2,CUSSignatureJDDate,CUSSignatureJD2Date,CUSSignatureSH2Date,CUSSignatureSHDate,CUSSignaturePZDate,Version,ZTEDocCatagory,File Version,Version Date,Primary Key,Secondary Keys,CAD Type,ZTEResponsiblePerson,ZTEResponsibleDepartment
ZTENEWTZD,P-06-0250-2022,0,P-06-0250-2022,0,Document Release,RELEASED,eService Production,su.xuanhao,关于高宝项目6805E6CF-M061前围蒙皮总成变更的通知,FALSE,Unassigned,li.wei,,guo.hui,Inherited,,English,False,False,False,6805E6CF-M061,su.xuanhao,,,,,su.xuanhao,2022/05/30,meng.shuxing,,2022/06/01,,,2022/06/01,2022/06/02,,02CS,,,,,,其他,其他
ZTENEWTZD,151656913694519,1,151656913694519,1,Version,Exists,eService Production,wu.guangwen,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6127BEVB1-N040珠海公交订单车（1台）整车发布的通知.docx,wu.guangwen,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,41654136388164,1,41654136388164,1,Version,Exists,eService Production,jiang.zexin,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-05-0055-2022关于6616BEVB-M059深巴更换打气泵编织软管的技术通知.docx,jiang.zexin,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,DOC-0003111,0,DOC-0003111,0,Document Release,RELEASED,eService Production,yihang.cai,关于二级踏步车型采用上下翻转导板结构的试用反馈单,FALSE,Unassigned,,,li.wei,Inherited,,English,False,False,False,/,yihang.cai,,,,,yihang.cai,2022/07/06,guo.hui,,,,,2022/07/06,2022/07/06,,02CS,,,,,,其他,其他
ZTENEWTZD,41657078920196,1,41657078920196,1,Version,Exists,eService Production,yihang.cai,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,二级踏步车型采用上下翻转导板结构-试用反馈单.pdf,yihang.cai,,,,,,,,,,,,,,,02CS,,,,,,其他,其他
ZTENEWTZD,51660095628163,1,51660095628163,1,Version,Exists,eService Production,jiang.zexin,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6107BEVB3-N022车型试装济南大正东智内外镀锌钢管的通知.docx,jiang.zexin,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0371-2022,0,P-06-0371-2022,0,Document Release,RELEASED,eService Production,yihang.cai,关于6116BEVB-N010(珠海公交)安全锤位置及乘客门上部装饰件设计变更的通知单,FALSE,Unassigned,li.wei,,guo.hui,Inherited,,English,False,False,False,6116BEVB-N010,yihang.cai,,,,,yihang.cai,2022/07/08,meng.shuxing,,2022/07/08,,,2022/07/10,2022/07/11,,02CS,,,,,,其他,其他
ZTENEWTZD,P-06-0375-2022,0,P-06-0375-2022,0,Document Release,RELEASED,eService Production,li.wei,关于珠海公交6616BEVB-N024、N025后围骨架总成优化的技术变更通知单,FALSE,Unassigned,li.baiyang,,guo.hui,Inherited,,English,False,False,False,6616BEVB-N024、N025,li.wei,,,,,li.wei,2022/07/09,meng.shuxing,,2022/07/09,,,2022/07/10,2022/07/11,,02CS,,,,,,李伟,
ZTENEWTZD,P-05-0096-2022,0,P-05-0096-2022,0,Document Release,RELEASED,eService Production,zhu.jianming,关于6813E6CF-N044捷联JL021  8.1米中巴车低压电器购买物料的通知,FALSE,Unassigned,wei.shuda,,guo.hui,Inherited,,English,False,False,False,6813E6CF-N044,zhu.jianming,,,,,zhu.jianming,2022/08/16,zhou.guanyi,,2022/08/17,,,2022/08/17,2022/08/18,,05DYDQ,,,,,,朱鉴明,产品开发部
ZTENEWTZD,P-06-0473-2022,0,P-06-0473-2022,0,Document Release,RELEASED,eService Production,huang.yuening,关于6616BEVB-N034/N041潜江公交车电器变更的通知,FALSE,Unassigned,wei.shuda,,guo.hui,Inherited,,English,False,False,False,6616BEVB-N034/N041,huang.yuening,,,,,huang.yuening,2022/08/17,zhou.guanyi,,2022/08/18,,,2022/08/19,2022/08/20,,05DYDQ,,,,,,黄悦宁,电气室
ZTENEWTZD,P-05-0054-2022,0,P-05-0054-2022,0,Document Release,RELEASED,eService Production,zhang.ziqin,关于采购6129BEVBF5-N008波兰随车工具的技术通知,FALSE,Unassigned,,,lv.weiyong,Inherited,,English,False,False,False,P-05-0054-2022,zhang.ziqin,,,,,zhang.ziqin,2022/06/01,guo.hui,,,,,2022/06/01,2022/06/02,,03DP,,,,,,张子勤,产品开发部
ZTENEWTZD,P-TM-05-0020-2022,0,P-TM-05-0020-2022,0,Document Release,RELEASED,eService Production,dong.xu,关于补加制动液的通知,FALSE,Unassigned,,,wu.shipeng,Inherited,,English,False,False,False,6805E6CF-S2M061,dong.xu,,,,,dong.xu,2022/06/02,liu.guohao,,,,,2022/06/02,2022/06/08,,06GY,,,,,,,
ZTENEWTZD,91656144157518,1,91656144157518,1,Version,Exists,eService Production,jiang.zexin,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0318-2022关于珠海公交6116BEVB-N010更换制动总泵和ABS的变更通知.docx,jiang.zexin,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,681658471155576,1,681658471155576,1,Version,Exists,eService Production,yang.ping,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0411-2022关于6107BEVB3、6616BEVB珠海公交订单骨架变更的通知20220722.docx,yang.ping,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0419-2022,0,P-06-0419-2022,0,Document Release,RELEASED,eService Production,huang.zesen,关于6107珠海公交左侧侧转向灯更改位置变更,FALSE,Unassigned,wei.shuda,,guo.hui,Inherited,,English,False,False,False,6107BEVB3-N022、6107BEVB3-N023、6107BEVB3-N026,huang.zesen,,,,,huang.zesen,2022/08/05,meng.shuxing,,2022/08/05,,,2022/08/08,2022/08/09,,05DYDQ,,,,,,黄泽森,
ZTENEWTZD,P-TM-06-0028-2022,0,P-TM-06-0028-2022,0,Document Release,RELEASED,eService Production,wu.shipeng,关于珠海公交6616BEVB-N034 原材料变更的通知,FALSE,Unassigned,,,dong.xu,Inherited,,English,False,False,False,6616-no034,wu.shipeng,,,,,wu.shipeng,2022/07/25,liu.guohao,,,,,2022/07/25,2022/07/26,,06GY,,,,,,吴世鹏,
ZTENEWTZD,241658738996449,1,241658738996449,1,Version,Exists,eService Production,wu.shipeng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6616BEVB-N034订单原材料变更的通知.docx,wu.shipeng,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,P-06-0497-2022,0,P-06-0497-2022,0,Document Release,RELEASED,eService Production,wu.peicong,关于6616BEVB-N034/N041系统补发扬州东升前后悬架安装图的通知,FALSE,Unassigned,lv.weiyong,,zhou.guanyi,Inherited,,English,False,False,False,6616BEVB-N034/N041,wu.peicong,,,,,wu.peicong,2022/08/24,zhou.guanyi,,2022/08/24,,,2022/08/25,2022/08/30,,03DP,,,,,,吴培聪,
ZTENEWTZD,221661504235607,1,221661504235607,1,Version,Exists,eService Production,yang.ping,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0501-2022关于6126BEVBS-N035潜江公交、6119BEVBF-N043罗马尼亚订单仪表台的通知20220826.docx,yang.ping,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0254-2022,0,P-06-0254-2022,0,Document Release,RELEASED,eService Production,peng.jiang,关于动力电池液冷系统中新增电池热管理机组的变更通知单,FALSE,Unassigned,xie.xiongfeng,,zhong.yunbing,Inherited,,English,False,False,False,6129BEVBF5-N008,peng.jiang,,,,,peng.jiang,2022/06/02,meng.shuxing,,2022/06/02,,,2022/06/02,2022/06/09,,04GYDQ,,,,,,彭江,高压电气
ZTENEWTZD,31654136233323,1,31654136233323,1,Version,Exists,eService Production,dong.xu,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-TM-05-0020-2022关于补加制动液的通知.docx,dong.xu,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,41654479231494,1,41654479231494,1,Version,Exists,eService Production,xu.qiang,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0256-2022珠海公交贴膜型号更改的技术变更通知单.docx,xu.qiang,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0360-2022,0,P-06-0360-2022,0,Document Release,RELEASED,eService Production,liang.zixin,关于6116BEVB-N024、N025等珠海公交电器问题补充和变更的技术变更通知,FALSE,Unassigned,zhong.yunbing,,guo.hui,Inherited,,English,False,False,False,6116BEVB-N024、N025等珠海公交,liang.zixin,,,,,liang.zixin,2022/07/05,meng.shuxing,,2022/07/05,,,2022/07/06,2022/07/06,,05DYDQ,,,,,,梁子新,产品开发部
ZTENEWTZD,61656995612523,1,61656995612523,1,Version,Exists,eService Production,wu.guangwen,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6116BEVB-S1N024-11.3米珠海公交城郊车整车发布的通知.docx,wu.guangwen,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,71656995677586,1,71656995677586,1,Version,Exists,eService Production,wu.guangwen,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6116BEVB-S1N025-11.3米珠海公交城郊车整车发布的通知.docx,wu.guangwen,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0365-2022,0,P-06-0365-2022,0,Document Release,RELEASED,eService Production,song.kunkun,关于行李舱内饰部分绒布及检修盖的变更通知,FALSE,Unassigned,liu.dunlong,,guo.hui,Inherited,,English,False,False,False,6128BEVCF-N017,song.kunkun,,,,,song.kunkun,2022/07/06,meng.shuxing,,2022/07/06,,,2022/07/07,2022/07/08,,02CS,,,,,,其他,其他
ZTENEWTZD,331657183047587,1,331657183047587,1,Version,Exists,eService Production,liu.dunlong,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于珠海公交6116BEVB-N024、N025顶内饰变更的技术变更通知单.docx,liu.dunlong,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0383-2022,0,P-06-0383-2022,0,Document Release,RELEASED,eService Production,huang.zesen,关于6136E4CF-M068阿联酋2台车电喇叭总成、蜂鸣器类变更的通知,FALSE,Unassigned,zhong.yunbing,,guo.hui,Inherited,,English,False,False,False,6136E4CF-M068,huang.zesen,,,,,huang.zesen,2022/07/13,meng.shuxing,,2022/07/13,,,2022/07/13,2022/07/14,,05DYDQ,,,,,,黄泽森,产品开发部
ZTENEWTZD,221660139322714,1,221660139322714,1,Version,Exists,eService Production,yihang.cai,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0464-2022关于珠海公交6107BEVB3-N022(20台)司机包围装饰件设计变更的通知单-20220810.docx,yihang.cai,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,DOC-0003158,0,DOC-0003158,0,Document Release,IN_WORK,eService Production,zhu.jianming,喇叭,FALSE,Unassigned,,,,Inherited,,English,False,False,False,5187XXCBEVF-N045,zhu.jianming,,,,,,,,,,,,,,,05DYDQ,,,,,,朱鉴明,产品开发部
ZTENEWTZD,81660196291315,1,81660196291315,1,Version,Exists,eService Production,zhu.jianming,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,Ceiling Speakers.pdf,zhu.jianming,,,,,,,,,,,,,,,05DYDQ,,,,,,朱鉴明,产品开发部
ZTENEWTZD,81660272955469,1,81660272955469,1,Version,Exists,eService Production,yu.yepeng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6616BEVB-N034（N041）、6706BEVB-N021订单焊装工艺原辅料变更的通知.docx,yu.yepeng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,61657680293144,1,61657680293144,1,Version,Exists,eService Production,liu.dunlong,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6555BEVB-M048轻舟10台、M012样车增加出风口的技术变更通知单.docx,liu.dunlong,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,111657793202540,1,111657793202540,1,Version,Exists,eService Production,yang.ping,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0384-2022关于6127BEVB1、6107BEVB3、6116BEVB珠海公交订单骨架及仪表台变更的通知20220713.docx,yang.ping,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,51658131028610,1,51658131028610,1,Version,Exists,eService Production,xie.xiongfeng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-24-0155-2022 关于6616BEVB-N034、6616BEVB-N041订单车型高压模块图纸及BOM清单发放的通知-20220718.pdf,xie.xiongfeng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,141660894972942,1,141660894972942,1,Version,Exists,eService Production,liu.haibo,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于车工房宣传车5187XXCBEVF-N045样车的铝车身侧围骨架更改的技术通知.docx,liu.haibo,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-13-0091-2022,0,P-13-0091-2022,0,Document Release,IN_WORK,eService Production,luo.tao,关于2022年潜江公交车型监控调度一体机的技术协议,FALSE,Unassigned,,,,Inherited,,English,False,False,False,2022年潜江公交车型,luo.tao,,,,,,,,,,,,,,,05DYDQ,,,,,,,
ZTENEWTZD,DOC-0003135,0,DOC-0003135,0,Document Release,FROZEN,eService Production,fu.zongxia,GTZ6116BEVB外观专利申请,FALSE,Unassigned,,,,Inherited,,English,False,False,False,GTZ6116BEVB,fu.zongxia,,,,,,,,,,,,,,,02CS,,,,,,,
ZTENEWTZD,481658994782347,1,481658994782347,1,Version,Exists,eService Production,fu.zongxia,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6116BEVB外观专利申请资料.7z,fu.zongxia,,,,,,,,,,,,,,,02CS,,,,,,,
ZTENEWTZD,491658994782410,1,491658994782410,1,Version,Exists,eService Production,fu.zongxia,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,专利申请登记表（GTZ6116BEVB客车外观专利）付宗霞.doc,fu.zongxia,,,,,,,,,,,,,,,02CS,,,,,,,
ZTENEWTZD,141654508835205,1,141654508835205,1,Version,Exists,eService Production,liang.zixin,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0257-2022关于深圳东部6米和7米车客户提出刷卡机扶手杆增加过线保护罩的通知.docx,liang.zixin,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0258-2022,0,P-06-0258-2022,0,Document Release,RELEASED,eService Production,liang.zixin,关于6116BEVB-N010底盘电器零部件产品变更的技术变更通知,FALSE,Unassigned,zhong.yunbing,,guo.hui,Inherited,,English,False,False,False,6116BEVB-N010,liang.zixin,,,,,liang.zixin,2022/06/06,meng.shuxing,,2022/06/07,,,2022/06/08,2022/06/09,,05DYDQ,,,,,,梁子新,电气室
ZTENEWTZD,181654517454171,1,181654517454171,1,Version,Exists,eService Production,liang.zixin,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0258-2022关于6116BEVB-N010底盘电器零部件产品变更的技术变更通知.docx,liang.zixin,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,141657173332868,1,141657173332868,1,Version,Exists,eService Production,li.wei,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0367-2022关于珠海公交6107BEVB1-N022、N023顶盖骨架总成优化的技术变更通知单.docx,li.wei,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,181657177764042,1,181657177764042,1,Version,Exists,eService Production,zhuo.yiming,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0335-2022-关于6116BEVB-N010、6128BEVCF-M067车型项目车架更改的通知.docx,zhuo.yiming,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,61654676235152,1,61654676235152,1,Version,Exists,eService Production,yang.ping,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0261-2022关于6805E6CF-M061增加底盘铭牌的通知20220608.docx,yang.ping,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,111654768791416,1,111654768791416,1,Version,Exists,eService Production,dong.xu,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,捷联订单S2M040(6121-S2M040 )油漆辅料.xlsx,dong.xu,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,11654929612897,1,11654929612897,1,Version,Exists,eService Production,jiang.zexin,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0265-2022关于6129BEVBF5-N008马可波罗补发制动系统资料的变更通知.docx,jiang.zexin,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-24-0097-2022,0,P-24-0097-2022,0,Document Release,RELEASED,eService Production,zhu.jianming,关于6127BEVB1-N018珠海公交低压模块图纸及BOM的下发通知,FALSE,Unassigned,,,zhong.yunbing,Inherited,,English,False,False,False,6127BEVB1-N018,zhu.jianming,,,,,huang.zesen,2022/06/13,guo.hui,,,,,2022/06/13,2022/06/13,,05DYDQ,,,,,,朱鉴明,产品开发部
ZTENEWTZD,11657938572734,1,11657938572734,1,Version,Exists,eService Production,xu.qiang,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0379-2022-舱门小门升版变更的技术变更通知单.docx,xu.qiang,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,DOC-0003163,0,DOC-0003163,0,Document Release,RELEASED,eService Production,huang.yuening,关于6128BEVCF-N017宏兴订单昊岳胎压试用反馈单,FALSE,Unassigned,liang.zixin,,wei.shuda,Inherited,,English,False,False,False,6128BEVCF-N017,huang.yuening,,,,,huang.yuening,2022/08/12,zhou.guanyi,,2022/08/12,,,2022/08/12,2022/08/12,,05DYDQ,,,,,,黄悦宁,电气室
ZTENEWTZD,181660297111864,1,181660297111864,1,Version,Exists,eService Production,huang.yuening,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,昊岳胎压试用反馈单.pdf,huang.yuening,,,,,,,,,,,,,,,05DYDQ,,,,,,黄悦宁,电气室
ZTENEWTZD,P-06-0468-2022,0,P-06-0468-2022,0,Document Release,RELEASED,eService Production,zhu.jianming,关于6616BEVB-N034/N041潜江公交车电器箱变更的通知,FALSE,Unassigned,wei.shuda,,guo.hui,Inherited,,English,False,False,False,6616BEVB-N034/N041,zhu.jianming,,,,,zhu.jianming,2022/08/13,zhou.guanyi,,2022/08/13,,,2022/08/13,2022/08/15,,05DYDQ,,,,,,朱鉴明,产品开发部
ZTENEWTZD,201658216579731,1,201658216579731,1,Version,Exists,eService Production,huang.zesen,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,5900-01747右尾上舱门-改制图HA3.dwg,huang.zesen,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,DOC-0003127,0,DOC-0003127,0,Document Release,RELEASED,eService Production,peng.jiang,关于6127BEVB1-N018顶置热管理机组试装通知单,FALSE,Unassigned,,,zhong.yunbing,Inherited,,English,False,False,False,6127BEVB1-N018,peng.jiang,,,,,peng.jiang,2022/07/21,guo.hui,,,,,2022/07/21,2022/07/22,,04GYDQ,,,,,,彭江,高压电气
ZTENEWTZD,71661411907504,1,71661411907504,1,Version,Exists,eService Production,huang.zesen,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-24-0180-2022 关于6119BEVB-N043罗马尼亚150台车低压模块图纸和BOM清单的发放通知.docx,huang.zesen,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0498-2022,0,P-06-0498-2022,0,Document Release,RELEASED,eService Production,yihang.cai,关于6119BEVBF-N043(罗马尼亚150台)侧内饰总成补发图纸的通知单,FALSE,Unassigned,liu.dunlong,,li.wei,Inherited,,English,False,False,False,6119BEVBF-N043,yihang.cai,,,,,yihang.cai,2022/08/29,zhou.guanyi,,2022/08/29,,,2022/08/29,2022/08/30,,02CS,,,,,,其他,其他
ZTENEWTZD,121661416489863,1,121661416489863,1,Version,Exists,eService Production,liu.zhaowei,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-24-0185-2022-关于6121E6CF-N048捷联（斯堪尼亚底盘）底盘模块图纸和BOM清单的发放通知.pdf,liu.zhaowei,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0326-2022,0,P-06-0326-2022,0,Document Release,RELEASED,eService Production,liang.zixin,关于6116BEVB-N010更换ABS和制动总泵线束等问题的技术变更通知,FALSE,Unassigned,zhong.yunbing,,guo.hui,Inherited,,English,False,False,False,6116BEVB-N010,liang.zixin,,,,,liang.zixin,2022/06/27,meng.shuxing,,2022/06/27,,,2022/06/27,2022/06/28,,05DYDQ,,,,,,梁子新,产品开发部
ZTENEWTZD,P-06-0434-2022,0,P-06-0434-2022,0,Document Release,RELEASED,eService Production,li.shangfei,关于珠海公交6116BEVB-N010、N024、N025蓄电池变更说明,FALSE,Unassigned,wei.shuda,,guo.hui,Inherited,,English,False,False,False,6116BEVB-N010、N024、N025,li.shangfei,,,,,li.shangfei,2022/07/30,meng.shuxing,,2022/08/01,,,2022/08/01,2022/08/03,,05DYDQ,,,,,,李尚飞,
ZTENEWTZD,P-TM-05-0027-2022,1,P-TM-05-0027-2022,1,Document Release,RELEASED,eService Production,deng.mingming,关于6616BEVB-N034/N041车型工艺实施方案发放通知,FALSE,Unassigned,,,dong.xu,Inherited,,English,False,False,False,6616BEVB-N034/N041,deng.mingming,,,,,deng.mingming,2022/08/01,liu.guohao,,,,,2022/08/01,2022/08/01,,06GY,,,,,,,
ZTENEWTZD,151659348354982,1,151659348354982,1,Version,Exists,eService Production,liu.zhaowei,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0431-2022-关于珠海公交6127BEVB1-N018-6107BEVB3-N022-6116BEVB-N010动力悬置及转向油泵升版的技术通知.pdf,liu.zhaowei,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-TM-24-0049-2022,0,P-TM-24-0049-2022,0,Document Release,RELEASED,eService Production,zhang.wenbo,关于6119BEVBF-S2N043工艺模块BOM清单下发的通知,FALSE,Unassigned,,,deng.mingming,Inherited,,English,False,False,False,6119BEVBF-S2N043,zhang.wenbo,,,,,zhang.wenbo,2022/08/31,dong.xu,,,,,2022/08/31,2022/08/31,,06GY,,,,,,张文波,
ZTENEWTZD,11661909234998,1,11661909234998,1,Version,Exists,eService Production,zhang.wenbo,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6119BEVBF-S2N043工艺模块BOM清单下发的通知.docx,zhang.wenbo,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,21661909235060,1,21661909235060,1,Version,Exists,eService Production,zhang.wenbo,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6119BEVBF-N043车型-工艺模块总成-BOM清单.xls,zhang.wenbo,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,11654654556715,1,11654654556715,1,Version,Exists,eService Production,jiang.zexin,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0260-2022关于6116BEVB-N010珠海公交更换制动总泵的变更通知.docx,jiang.zexin,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,41654670643629,1,41654670643629,1,Version,Exists,eService Production,su.xuanhao,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-05-0058-2022关于珠海公交6116BEVB-N024车型前围玻璃钢蒙皮厂家模具修改的技术通知20220606.docx,su.xuanhao,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,311657182813086,1,311657182813086,1,Version,Exists,eService Production,zhu.jianming,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6616BEVB-M065深圳西部公交投币机安装位置变更的通知.docx,zhu.jianming,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,91657265292238,1,91657265292238,1,Version,Exists,eService Production,zhuo.yiming,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,附图1中段车架动力电池防撞梁加强方案-碰撞试验用.dwg,zhuo.yiming,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,101657268361774,1,101657268361774,1,Version,Exists,eService Production,yihang.cai,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0371-2022关于6116BEVB-N010(珠海公交)安全锤位置及乘客门上部装饰件设计变更的通知单-20220708.docx,yihang.cai,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0377-2022,0,P-06-0377-2022,0,Document Release,RELEASED,eService Production,jiang.zexin,关于宏兴12米6128BEVCF-N017更换制动接头的变更通知,FALSE,Unassigned,lv.weiyong,,guo.hui,Inherited,,English,False,False,False,6128BEVCF-N017,jiang.zexin,,,,,jiang.zexin,2022/07/11,meng.shuxing,,2022/07/11,,,2022/07/11,2022/07/12,,03DP,,,,,,江泽鑫,产品开发部
ZTENEWTZD,181655101850123,1,181655101850123,1,Version,Exists,eService Production,zhu.jianming,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-24-0103-2022关于6121E6CF-N033捷联低压模块及BOM清单的下发通知.docx,zhu.jianming,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-05-0076-2022,0,P-05-0076-2022,0,Document Release,RELEASED,eService Production,wu.peicong,关于6136E4CF-M068申龙底盘压缩机支架加强方案实施的通知,FALSE,Unassigned,liu.zhaowei,,lv.weiyong,Inherited,,English,False,False,False,6136E4CF-M068,wu.peicong,,,,,wu.peicong,2022/07/20,guo.hui,,2022/07/20,,,2022/07/20,2022/07/20,,03DP,,,,,,其他,其他
ZTENEWTZD,31658287286615,1,31658287286615,1,Version,Exists,eService Production,wu.peicong,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-05-0076-2022关于6136E4CF-M068申龙底盘压缩机支架加强方案实施的通知20220720.docx,wu.peicong,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,21660525005841,1,21660525005841,1,Version,Exists,eService Production,jiang.zexin,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-05-0093-2022关于采购6119BEVBF-N043罗马尼亚三叶制动系统镀锌镍接头的通知.docx,jiang.zexin,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-24-0179-2022,0,P-24-0179-2022,0,Document Release,RELEASED,eService Production,liang.youying,关于6126BEVBS-N035潜江公交订单车（2台）整车发布的通知,FALSE,Unassigned,wu.shaohui,,guo.hui,Inherited,,English,False,False,False,6126BEVBS-N035,liang.youying,,,,,liang.youying,2022/08/16,zhou.guanyi,,2022/08/16,,,2022/08/17,2022/08/17,,01TY,,,,,,梁有盈,
ZTENEWTZD,261658364838928,1,261658364838928,1,Version,Exists,eService Production,xie.xiongfeng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,DOC-0003128 关于珠海公交6107BEVB3-N023安装南昌良生空调的试用通知_20220721.pdf,xie.xiongfeng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0400-2022,0,P-06-0400-2022,0,Document Release,RELEASED,eService Production,liang.zixin,关于6121E6CF捷联电器补充和完善图纸的技术变更通知,FALSE,Unassigned,zhong.yunbing,,guo.hui,Inherited,,English,False,False,False,6121E6CF捷联,liang.zixin,,,,,liang.zixin,2022/07/21,meng.shuxing,,2022/07/21,,,2022/07/22,2022/07/22,,05DYDQ,,,,,,梁子新,产品开发部
